,SPY,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
2015-01-16,0.9730669682798754,1.141550902920676,1.4093662234125544,0.9953628369387696,1.0685524432108904,0.9810667630388572,0.6093123653321469,0.5498083621646628,0.974130183289498,0.9412348965389788
2015-01-20,0.9731024407639192,1.142727391710145,1.4113793891944233,0.9951352306465248,1.069489963875209,0.9807614628195811,0.6090403803842377,0.5482485768384466,0.9742487065912643,0.9410223088498905
2015-01-21,0.9722759834977035,1.1471325721854222,1.418195712390109,0.9935275449868863,1.0734404589057676,0.9798342964043788,0.6038332915671336,0.5366751551964863,0.9709919996743496,0.9457493226742726
2015-01-22,0.9722430519540712,1.1334377466648,1.3681670675201698,1.0092561627082413,1.0691420432559073,0.9858388076923298,0.6086064309720912,0.5041313539127183,0.9727880564480599,0.9559335551369121
2015-01-23,0.9724509384700986,1.1427167061770112,1.3524407391186382,1.0143701243076837,1.0731208497446079,0.9833202928703804,0.615809427990885,0.4908615551313531,0.9742198085001609,0.9561756636490248
2015-01-26,0.9720337133792318,1.1420472064512768,1.356579107679253,1.0144223488899422,1.0713239839036879,0.9801956560576544,0.615909968291207,0.49016249468372924,0.9756193453856684,0.9571006873067491
2015-01-27,0.9728377725490804,1.1301072561161452,1.3448791006610827,1.010454462701568,1.0733774755125869,1.0042897866028244,0.6201936518416233,0.4872464910609013,0.9605568765850034,0.9504309770992204
2015-01-28,0.9720217265842359,1.129449557041907,1.3635297857888948,1.0130127846351393,1.0599625750752188,0.9858355818674973,0.6299366840829916,0.49018625649650927,0.9738614040124751,0.9532959315597679
2015-01-29,0.9730592967328472,1.1447682108982604,1.353502464687163,1.0130967460247031,1.0594416633480825,0.9894076605830485,0.6337910002295556,0.4909769291534583,0.9760113454677909,0.9525832269249268
2015-01-30,0.974485359002963,1.129114420325297,1.312528320432377,1.0187102326095643,1.062352262275782,0.993101750627524,0.6496700666442532,0.5194657039056975,0.9836025396443338,0.948711413702917
2015-02-02,0.9740799303008075,1.1124463800127415,1.3154963071031678,1.01562083235818,1.0649989771713948,0.9993997065368936,0.6467717927354582,0.5122444281253139,0.9773615309680705,0.9444283851296286
2015-02-03,0.9735505446879023,1.1257530001245437,1.3279640923089076,1.012559700570733,1.0663993339289637,0.987791200868117,0.6389917834234653,0.5011092070992078,0.9708151174888282,0.9587988734003748
2015-02-04,0.9742722260201017,1.124624025799807,1.3239218749669155,1.009739206457423,1.067916189660819,0.9839701595073439,0.6412405325656872,0.5106954857290023,0.9835652470000346,0.9530159719870217
2015-02-05,0.9742989606599869,1.1400246187990783,1.3279550536898834,1.0097703601373549,1.0643173507278605,0.9830274064726561,0.640197303714882,0.5169075193983039,0.9904095212215726,0.945882020641362
2015-02-06,0.9745724471215832,1.1374895190931016,1.3272167928326322,1.0068923462874702,1.0656421570550354,0.9850221563692653,0.6409097810928784,0.5339043403617763,0.9906245325494557,0.9446880711922488
