Date,SPY,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY,Mkt-RF,SMB,HML
2010-01-21,-0.01941652090946505,-0.04424924282673747,-0.02059462644262092,-0.02890983495574698,-0.023423925203899836,-0.010638554467792024,-0.014318185582116668,-0.014651048065946371,-0.021938060831896623,-0.012760605126774871,-1.74,0.41,-1.15
2010-01-22,-0.0225438128748908,-0.020032268638361817,-0.02404261705535495,-0.03328992466920666,-0.015327339226919296,-0.035378064879183206,-0.0022801881650918237,-0.0222196136809268,-0.010994287133494995,-0.019451377083912418,-2.14,0.55,-0.82
2010-01-25,0.005114502645235401,0.008813691945443446,0.006550337213186512,0.0056257635445863844,0.006445068436836828,0.008276177997867494,0.001900366721404528,0.006684623281702368,0.0,0.005155552082931285,0.37,-0.2,0.34
2010-01-26,-0.0041993628992728045,-0.014202768027681103,-0.006372696827180519,-0.01768705931521765,-0.004292107745604186,-0.0027512459215482377,-0.0011393284432655775,0.0039894210598233545,-0.005701623373640196,0.0013703185833829864,-0.45,-0.09,-0.46
2010-01-27,0.004746057458910122,-0.008619319289682624,-0.003914641241657568,0.02397871843387012,0.002863210583760517,0.008230555959745919,0.002277693614707421,-0.006657919832167793,0.006964349315794074,0.00171019412113167,0.53,0.23,0.16
2010-01-28,-0.011538850573585798,-0.01811745987338576,-0.01057464358477742,-0.0048899859326966355,-0.01150253300999456,-0.02910823319940624,-0.002657901636750325,-0.007711683456007247,-0.006329195293245114,-0.005826796088780508,-1.18,-0.67,0.46
2010-01-29,-0.010928044468298582,-0.016126777437872563,-0.01818229267093877,-0.0070274367305422705,-0.010174451398906095,-0.017498454876396008,-0.0038098125112455343,-0.006077007087817819,-0.007008649325027813,-0.006206715891678732,-0.97,-0.04,-0.45
2010-02-01,0.015431209341446981,0.03904165982262587,0.032493937111367915,0.01678348332402375,0.014863473495038587,0.011385381157435258,0.0076047373544604144,0.0064134689626551365,0.005738047703852227,0.012716933913034488,1.39,-0.2,0.91
2010-02-02,0.012030702614836292,0.003186171035744374,0.013058386124438482,0.00966204178080268,0.018891947963536257,0.009857220387174794,0.014290981717370884,0.008043002706891423,0.02045052414381417,0.013905582650114956,1.21,-0.42,0.66
2010-02-03,-0.004995016914398735,-0.011516648143944114,-0.008627821969758014,-0.011049967415713792,-0.006020792713608406,0.002332321406290465,-0.0071197495516464706,-0.007033973003416747,-0.013481909113612077,0.0006736034004619349,-0.49,0.11,-0.38
2010-02-04,-0.03135251974074526,-0.038037365268385935,-0.041890731663952616,-0.04400968139100885,-0.029928262254199974,-0.028357353182033668,-0.02051753619710942,-0.02656833058841953,-0.025576939795835432,-0.029373681015470582,-3.14,-0.15,-1.19
2010-02-05,0.002064899894705587,0.01854362618109253,0.00018433114156317097,0.011544005660853562,-0.004402192701843241,0.01001680981676844,-0.0026906922421413093,-0.0017274419336220518,-0.0016202461259698796,-0.002776825796781825,0.29,-0.05,-0.06
2010-02-08,-0.007245461065214834,-0.016206951703907704,-0.009260890182471528,-0.020290417103722102,-0.01109066689272838,-0.004280489186619493,-0.0011555120398366206,-0.011476296184584484,-0.004877527831714099,-0.006276600700945083,-0.79,0.05,-0.36
2010-02-09,0.01248192030253724,0.024050216864048776,0.020809245899759427,0.0101966025742104,0.01914663643939087,0.008542951732921154,0.011875399782902436,0.010092304899139714,0.007792374628397778,0.015273244532872784,1.33,0.32,0.59
2010-02-10,-0.001960553127075076,-0.006859515932436861,-0.004200795980454406,0.007939414843299313,-0.0014601433355856982,-0.0028397858849822525,-0.00114318419210953,-0.004511770954632025,-0.006163724410181089,-0.004142256983286675,-0.17,0.25,0.29
2010-02-11,0.010411907370787349,0.016899895420506718,0.016877377912692462,0.0021543996862124844,0.014863473495038587,0.010372582284816169,0.007974315398933294,0.005895762240076614,0.006810340815204602,0.011691916043878106,1.13,0.71,0.07
2010-02-12,-0.0008324719124992948,-0.001935447864836504,0.0003594795934624536,0.0007172370210085482,-0.007948113439404714,0.0018741639263707625,0.0,-0.0038108803338018204,-0.002265063833535041,0.0,-0.07,0.97,0.14
2010-02-16,0.015612286477726146,0.024873685085341952,0.02329237874899337,0.020575397716455116,0.023302646931886745,0.014870687543059376,0.010159802117729015,0.0172062902025875,0.008708409397340537,0.015940549874429655,1.75,-0.28,1.02
2010-02-17,0.0047273431507901574,0.0006299774405849595,-0.0014070389724904766,0.0035049551560570103,0.008468857773015363,0.002763440673902706,0.007088437516277506,-0.0041025316146852155,0.00767763172989054,0.008043008163470658,0.49,0.11,0.12
2010-02-18,0.005878010239918746,0.010644744176895529,0.00561618908904867,0.006278101203241543,0.009093939073875202,0.006419239500134664,0.005930498769597306,0.00546655977174585,0.00476876220576207,0.006321803010028604,0.62,0.11,0.01
2010-02-19,0.002071269061423176,0.005590196377729252,0.0038425266211842843,0.005548125123382775,0.004862927426728997,-0.002745998114528828,0.002214727196580345,0.013872620625284193,0.0,0.0023189629528166593,0.28,0.05,0.48
2010-02-22,0.00018037039764778615,-0.004344863556710453,-0.013868500168923985,0.013054247996565555,0.000692877344337835,-0.0018350399446529163,0.0,-0.0053914152511305505,-0.002858520182269786,-0.00033092995120432786,-0.05,-0.04,0.57
2010-02-23,-0.012219469455675909,-0.015990533001878846,-0.01675589561773163,-0.018602373119948147,-0.012894513187891638,-0.01247410049236593,-0.005546531001722961,-0.006779330720782177,-0.009587873753382877,-0.0059759575658293795,-1.24,0.27,-0.94
2010-02-24,0.009155826225088136,-0.002531675398999398,0.0062718816737363505,0.01723612492684079,0.010120366080856714,0.009715635788009241,0.006283638470195115,0.0010197735546494855,0.00735868829217495,0.012903224571784428,0.94,-0.34,0.53
2010-02-25,-0.001354592167823937,-0.0022204187118537765,0.0005356769160208888,-0.002737724735274651,-0.002433387503580673,-0.002766467371962577,0.0007367957019852688,-0.002040494691375613,0.0006374909256804278,0.0016423729343897533,-0.13,0.24,0.28
2010-02-26,0.0006326499008848256,0.00031761983016300496,0.002318193660869067,0.006149405997844588,0.003821464221064658,0.0013843763396135908,-0.004797952202738446,-0.0078622186696467,0.00031837250686722195,0.0016396428770138396,0.13,-0.55,0.39
2010-03-01,0.010330923006516895,0.01512310151744962,0.009220003458442951,0.002721090806354885,0.013090170737119364,0.012826372923032571,0.0070045341274984525,0.014310744428659875,0.009509007315788857,0.015604874353210629,1.2,1.22,0.07
2010-03-02,0.0027666824687490646,0.008407176314239614,0.008260990125465736,0.003390984102280211,0.001709535644601454,-0.0013664059402880055,0.003667126666656175,0.0030396414408646664,0.003463852612496609,-0.005174676155881674,0.32,0.61,0.18
2010-03-03,0.0008909217777807034,0.008644831941173914,0.004366166636121205,0.0006770720788817876,0.0013654787986645636,0.00045593867734568396,0.00036583169204770354,-0.0016881153423694616,-0.004095034496715222,0.002913944261124493,0.09,0.17,0.09
2010-03-04,0.003023012568248219,0.006740241433173301,-0.005241883100251666,0.010097445641342837,0.00476531202394326,0.004091505667577951,0.003287896276382042,0.0020255354685038817,-0.003161496976223252,0.009012023962541636,0.37,0.09,0.23
2010-03-05,0.014192139562295713,0.012742795475341396,0.018572242510256867,0.01923774565333566,0.015164524849309037,0.01217595320625987,0.006180603718602686,0.010063566656954641,0.013836627286391566,0.018413513906138927,1.43,0.4,0.61
2010-03-08,0.0001751494863392294,0.0,-0.001549007322194012,0.0019691511030654483,-0.0046931854972758575,0.005364651673048996,-0.0036310374114106843,0.0,-0.0059514925452513025,0.0025132206906388122,0.02,0.08,0.26
2010-03-09,0.0016612776589467713,-0.006351173883338442,0.0,0.003273570480589817,0.008032371540418392,0.004448321979641246,-0.0014563342360079973,-0.001335870930360607,-0.000628603268201793,-0.001569884733135143,0.21,0.25,-0.1
2010-03-10,0.004445941023966221,0.0003035296531354924,0.008745723594941397,0.011049473712270164,0.0019978644688290006,0.006635904820742928,-0.0014583208075798445,0.00033391735562399237,0.0006286032682017093,0.002197319592373585,0.53,0.05,0.69
2010-03-11,0.004166387608476924,0.0057460907939215385,-0.001708856388434655,0.008368252691136441,0.003652456280803342,0.003960174236341408,0.001822328887648179,0.003335659203058621,0.007823661448251591,0.007186395192675772,0.43,-0.09,-0.11
2010-03-12,8.639600656917937e-05,0.003913046920797561,0.0005127877273463688,-0.0038530895818081096,0.006607358801543623,-0.0008789714842966439,0.0007287155465923543,-0.006347097780412866,-0.007509399143415977,0.0027979837111759037,-0.02,0.03,-0.28
2010-03-15,0.0002598314900926077,-0.0003007568088239601,-0.010309186757573786,0.0,0.0,-0.0008793390941676237,0.007612594032369347,0.0036797176457707757,0.0065736267323953925,-0.0012427500310816127,-0.02,-0.31,-0.48
2010-03-16,0.00793445314304594,0.014616158620903541,0.00894051191596917,0.012151776539499544,0.013409894579735623,0.007451184123544086,0.004683859059964581,0.011618026659100065,0.0028043350748240712,0.007432775170477719,0.78,-0.14,0.59
2010-03-17,0.00590995357637956,0.005610741897559082,0.01089613511900144,0.012006586428255236,0.0016231170414624822,0.003052551167154396,0.0043042177351857005,0.003295039169118674,0.0003112315890021306,0.004924829696282979,0.57,0.04,0.35
2010-03-18,-0.0005125930328396993,-0.007092415184726681,-0.01501233260239094,-0.005668954294822231,0.0067884070045311894,0.0013049237958921384,0.0010728965581694274,-0.004615774485753047,0.006819242052074775,-0.00030718791985310856,-0.1,-0.17,-0.57
2010-03-19,-0.005074740192637335,-0.010967101281792936,-0.012095115307773812,-0.006607169685638719,-0.0040165131387334815,-0.0059933668565147254,-0.0029485796644340115,-0.001100933214487724,-0.0003720212655840984,-0.003019993243980471,-0.62,-0.6,-0.63
2010-03-22,0.0053321589253239494,0.014616074281358929,-0.002621947759890655,0.005085771596877431,0.002916835828170951,0.007431607868723919,0.00502901394863885,-0.006697788311588043,0.006490580875701929,0.01043878078325108,0.67,0.89,0.01
2010-03-23,0.007008629388820573,0.012945218580247714,0.0038432966961730658,0.008209886380141588,0.01126329615190004,0.009536349529712556,0.00785134257643698,0.0040241721355107575,0.00491707175290636,0.003963021648301291,0.8,0.35,0.36
2010-03-24,-0.0048667777673953565,-0.002927295741536055,-0.005770466640731145,0.0006285934224840345,-0.007065103316625907,-0.004756831963484047,-0.00713529191193993,-0.0104291789709347,-0.010787551413530506,-0.003963021648301261,-0.6,-0.64,0.82
2010-03-25,-0.0016273850481324911,-0.02013693218120672,-0.01697972853965763,0.004390292003918205,-0.0006444449809676211,0.0017324937693062427,-0.0014328834176495088,-0.006446295544512413,-0.004036581680136785,0.005786724556732216,-0.26,-0.48,-0.28
2010-03-26,-0.0006002114040358497,0.007450504521436067,0.00035692329319515466,0.0012508536738025484,0.002576319624987196,-0.004771274435510236,0.0007168327531523112,0.002379849090402869,-0.007495405672409531,0.003939994894122468,0.06,-0.08,0.31
2010-03-29,0.0063276484673352425,0.01063212502220051,0.019249804179713524,0.0012489417594758587,0.008965827850350817,0.003038780666204019,0.004647219413541033,0.012149973879623936,0.010601976816653131,0.001511038246139611,0.59,-0.07,0.19
2010-03-30,0.0006813483329118883,0.0014679058063078,0.0015733271484335554,-0.006261771753643363,0.0015925661011835868,0.004325321992671161,0.0017813456220953676,-0.0026873162780096872,0.0,-0.000906171324553274,0.04,0.29,-0.45
2010-03-31,-0.003412958747797906,-0.004999745932279378,0.004530407685257069,0.0018825818340487644,-0.005745313595330839,-0.003026242328877509,-0.005712514371139276,-0.002357225790131657,-0.0034177561305792355,-0.007281699311066412,-0.36,-0.5,0.15
2010-04-01,0.006814529468120918,0.017244469635969394,0.0175772244307091,0.00811761106669148,0.006381502571196089,-0.0017326475908631725,0.006424156178509516,0.013728732677607538,0.005586353708192428,0.006979243252168479,0.75,-0.01,0.79
2010-04-05,0.00811625472517907,0.012097085850673078,0.017609851186038448,0.009900948721303312,0.007289005087954808,0.011640410510695044,0.0,0.005968197805772659,-0.002789454516136208,0.012023096810043132,0.95,1.07,0.92
2010-04-06,0.002355025605291053,0.001715950530332892,0.0,0.010413542517120802,0.0003157274753367436,0.0008571159480595282,-0.0032067631908641067,0.008230570245788875,-0.0006207065822053553,0.0014928454081226787,0.19,0.23,0.46
2010-04-07,-0.005729053606491679,-0.006307006431931053,-0.00995169865225201,-0.003662991285469805,-0.00569802687848988,-0.0038619806609181827,-0.006444587150259282,-0.009884790675757643,-0.0043571672576970385,-0.003586532741630115,-0.48,0.21,0.24
2010-04-08,0.0034581989441487488,0.0022978511195311515,0.003553153472956169,0.007919799061199408,0.0031694489671582797,0.0017182062308990936,0.0017943107449644477,-0.005978153578524904,-0.0037500497500316883,0.009535057670806736,0.31,-0.28,0.39
2010-04-09,0.006546012522443432,0.0017206469515337927,0.010585825196625329,0.0036341481467673134,0.005679860770131252,0.007695822262205453,0.0053640521666934796,0.007301757758646997,0.00437368113621695,0.0073868374945585515,0.66,-0.12,0.17
2010-04-12,0.0015879397087236904,-0.003156241352320451,0.00233712177531168,0.004222971123908791,0.0022005169531322073,0.002126868831674172,0.0032041231628960397,0.0026420986805289364,-0.002809588914326522,0.0,0.23,0.27,0.06
2010-04-13,0.0007514626056500927,-0.00374254640103157,-0.003507814900140729,0.0006020688722357606,0.0015685840322898644,0.002970631114278054,-0.003204123162895957,-0.005291241627151112,0.0009374189788728136,0.005284720785903111,0.07,0.16,-0.04
2010-04-14,0.011285120339597384,0.0074713455838850236,0.009492837535870944,0.02554349880428364,0.012771031863007869,0.014304048616816169,0.0014251343360209448,0.0009942399435299394,-0.0034410628104597704,0.015400148964526131,1.24,0.87,1.41
2010-04-15,0.0008249751345991472,0.0,-0.00016568397405593866,-0.00411409505696811,0.009548579105144771,0.004584217280266271,-0.00178220387734541,-0.0003313185099174508,-0.00282457780106848,0.0043161803331385066,0.11,0.59,-0.04
2010-04-16,-0.01604011153852531,-0.017326410956183192,-0.017054407478171833,-0.03719697887269322,-0.016381065064229476,-0.013394821480016876,-0.00429014987221662,-0.011664711706036971,-0.005988979612382127,-0.013294964965576505,-1.53,0.8,-1.83
2010-04-19,0.0037627028201978993,0.00029103360051800794,0.001348327418668417,0.009732656897962195,-0.0018716534293209133,0.002104775594947129,0.003933443652142456,0.0010051421549103366,0.00818645832993395,0.0017442797426607335,0.28,-0.85,-0.09
2010-04-20,0.008891406117179972,0.0031984532552728514,0.019346654278552828,0.013229272286900894,0.01148560194821464,0.005452167547668748,0.0028511613311982863,0.012645791064136486,0.002192408351655407,0.012125017335227826,0.88,0.66,0.56
2010-04-21,-0.0018214684859915171,-0.002615797376062707,-0.0009915429817938905,-0.005991526833473899,0.006767116545335746,0.002088610749734818,0.0,0.0009915210088084609,-0.017677215920831563,0.0045807873843492965,-0.06,0.71,0.2
2010-04-22,0.002978866853426184,0.009846396798832842,0.002477115943078509,0.005393775204203355,0.009154632342748086,0.002501057019548445,0.0,0.0032980772472657213,-0.011530969825744695,0.017834712060537758,0.37,0.81,0.49
2010-04-23,0.006506546911552493,0.00889411040705722,0.023795006137466896,0.0029841912219342203,0.006056857664830465,0.0024949127615774788,-0.0024944551111241702,0.007871517926002521,0.009937391626726685,0.0008410139193602392,0.7,0.37,0.57
2010-04-26,-0.003783474909270797,0.004275250321480767,-0.003387997007324843,-0.015615711879564509,0.002111401941916409,-0.0012467021934595144,-0.002142729560738986,-0.0035999296864411313,-0.010582035918096614,0.007819229964796198,-0.43,0.46,-0.31
2010-04-27,-0.023934723896113203,-0.03708437601002528,-0.03118592453931209,-0.03448620577852636,-0.024398645635249967,-0.01973576255868672,-0.01767400919493288,-0.017196527039758398,-0.011673277480672341,-0.029355662066556206,-2.34,0.11,-1.41
2010-04-28,0.007567633260690101,0.01202896174927822,0.010118877904273654,0.014308474033194688,0.007075753685754862,0.002964097182940435,0.007973845342679631,0.01028737469581387,0.006501928248276463,-0.0034435484967337343,0.56,-0.74,0.74
2010-04-29,0.012320985290161351,0.009000049647890892,0.001154586014810751,0.022596251401799508,0.022431617153740962,0.010096754261841165,0.00324374900439901,0.0009900645288379126,0.013518122768297057,0.021891602020117168,1.34,0.46,0.46
2010-04-30,-0.01710711062700924,-0.01778741502760963,-0.012440925932449384,-0.024451591482945147,-0.02396558858634451,-0.0211514117888214,-0.005773909179823256,0.0039498594852267616,-0.012870249038810741,-0.021029529559073782,-1.72,-0.97,-0.92
2010-05-03,0.012878603981774164,-0.0005882546603949774,0.011286339917638579,0.01900184333090953,0.0197605447848979,0.013588407342646536,0.005773909179823269,0.01273045884028746,0.004845905221505014,0.019904125343924443,1.36,0.65,0.61
2010-05-04,-0.02379578738280463,-0.035354508968767094,-0.027100984576388897,-0.027702761581179014,-0.03211773353158935,-0.029099007943370087,-0.010126665841263106,-0.017340177625684718,-0.005817649479605387,-0.02971656207259642,-2.5,-0.58,-0.9
2010-05-05,-0.005974186407558545,-0.007346205450686826,-0.0158964255650269,-0.005633967671830009,-0.012826895154566715,-0.004351822694445692,0.003628566387271697,-0.006954916098976484,0.0032360397362027754,-0.014312882401653687,-0.75,-0.74,-0.63
2010-05-06,-0.03377757571697404,-0.033425062122521366,-0.03470997791168408,-0.04296876273888895,-0.0336193922412418,-0.0305537129646187,-0.025308447599761155,-0.02797143812367415,-0.02718355742590291,-0.036247990617964194,-3.27,-0.27,-0.9
2010-05-07,-0.0149868169516786,-0.011180379155446877,-0.019271247547727646,-0.011202720438901694,-0.02239119565101879,-0.022278893739483798,-0.006708809601609129,-0.005483313653412839,-0.013369050263875302,-0.01847351456845651,-1.75,-1.35,-0.48
2010-05-10,0.04309874684620647,0.046447039716235365,0.041847232918611685,0.054171483177790684,0.05569576761236483,0.04495146216437367,0.028752281366794682,0.030459033662940907,0.026561950638366184,0.0508893862215378,4.47,0.97,1.17
2010-05-11,-0.0028449007835916087,-0.012652567719946842,-0.0066491908327270775,-0.0037732202511230883,-0.0028387860103243285,-0.0066149956578657396,-0.0003635905526961722,0.001998172380735684,-0.0019679583226297906,-0.0002955210527359828,-0.17,1.16,-0.15
2010-05-12,0.013889046668468321,0.020593978256620245,0.013774104032492235,0.011278261663283088,0.021869058831170317,0.02577131954631957,0.0068829168368640566,0.0082824683397179,0.008173967561226106,0.014372153074716424,1.63,1.48,0.19
2010-05-13,-0.012508599611423858,-0.01501929006727005,-0.006427646346225689,-0.01823405327134017,-0.015571723079537202,-0.014770244310294797,-0.006156094973378878,-0.004298467400699249,-0.010803837334440984,-0.022678226541011558,-1.12,0.32,-0.3
2010-05-14,-0.018270979362887043,-0.02470047957659054,-0.020067471292971182,-0.02635914817017235,-0.021253653654732432,-0.019443951427298625,-0.009489223543199218,-0.008318023107258704,-0.013587789267422658,-0.016822508666264075,-1.92,-0.27,-0.76
2010-05-17,0.0005265872868892196,0.0,-0.010366449741677128,0.0006509874470301964,-0.002568239079174113,0.004896686679687493,0.010578353368669705,0.0010017401763740942,0.0,0.007545121348727569,0.11,0.04,-0.56
2010-05-18,-0.013695807688365577,-0.017241786177518155,-0.007755617713156586,-0.02906408021210562,-0.012615594813009284,-0.015212626156022037,-0.0058223718842024316,-0.009726546095051502,-0.008039841098309013,-0.018816839010129902,-1.41,-0.24,-0.96
2010-05-19,-0.005710188403220859,0.0,-0.01147239965021859,0.0013395370732892074,-0.012776549577492028,-0.007694378026832316,-0.0025580352106982502,-0.010162813892049526,-0.002357399702196368,-0.006146269604976563,-0.63,-0.97,0.03
2010-05-20,-0.03849084299897548,-0.04647419352852182,-0.0457177254720471,-0.04728524565955982,-0.04449642148631691,-0.03232033878117474,-0.030085865726612263,-0.03042073612713904,-0.03185755431858401,-0.039615271898591084,-3.99,-0.89,-1.16
2010-05-21,0.01449368838561627,0.02433086140419372,0.017295653123570544,0.034486229306754004,0.014033918520310421,0.007479919685407794,0.003763673047647769,0.004552821678323371,0.0024335370702617447,0.017485375991414663,1.44,-0.44,1.58
2010-05-24,-0.012913915191926112,-0.017270826779517936,-0.023064134047996118,-0.028887833357913124,-0.015069138751333075,-0.004667959074630542,-0.0071632605053451965,-0.009478832187301632,-0.002433537070261667,-0.006957569512049772,-1.19,0.33,-0.91
2010-05-25,0.0010205530378178717,0.01661183500113319,0.002311507615323013,0.009031040050634249,-0.0006900070708410026,-0.0028119606107773172,-0.0117983769898601,-0.005305118050469088,-0.0041856169726704456,0.010104349781332702,-0.03,-0.47,0.54
2010-05-26,-0.0060469086400915814,-0.007939036726232558,-0.002118565374877019,-0.006939793037813197,0.002069654871874102,-0.009903485350917294,-0.0065295036662845135,-0.0003545100175596795,-0.006311499248547286,-0.0031467802692829445,-0.35,0.83,0.38
2010-05-27,0.03294917416575281,0.03876043548026286,0.04153892221742444,0.0442701506366038,0.03321222553194165,0.03355416925773461,0.02021825030471136,0.01897441053594665,0.02019573404287465,0.035298023724239506,3.45,0.67,1.61
2010-05-28,-0.012628904491037466,-0.017727846902709538,-0.019044537618340674,-0.0222307073480863,-0.01342300220629822,-0.00828372833445982,-0.004921578529121593,0.00104370119963584,-0.004837610847509887,-0.015328293806580013,-1.18,0.06,-0.63
2010-06-01,-0.01696681308336389,-0.03272481778565279,-0.04866777548690539,-0.021343331670682215,-0.022549566183500184,-0.009751401822450441,-0.0022800224340070816,-0.023571932400733013,-0.0111459802833424,-0.015253318236592062,-1.89,-1.09,-1.57
2010-06-02,0.0257061729815995,0.03044578899640745,0.04242786768717476,0.03083471696609535,0.025585536346426456,0.022151140877267026,0.0169724490907178,0.02078665252987887,0.021483936265932282,0.024784293913740055,2.63,0.19,0.43
2010-06-03,0.0034381713357748357,-0.012133691455477193,0.013377516013353371,-0.0054125405090289,0.004704067102914292,0.009991035714653734,0.0014944608588977582,0.010405859321273362,0.005810947920203389,0.003360333823147311,0.54,0.7,-0.28
2010-06-04,-0.03576887597325972,-0.04039543944274408,-0.03582021482098243,-0.0408502247605616,-0.048069553321816366,-0.03260909328494744,-0.02687012127242395,-0.030125043746735258,-0.02974959539020784,-0.03950121702902898,-3.62,-1.22,-0.7
2010-06-07,-0.012529113071037145,-0.01802494650506377,-0.008767740796797383,-0.019986475472474573,-0.026012306789573992,-0.014578343847864363,-0.007700898071770881,0.006027347975244786,-0.0014053502208409231,-0.019218907904245058,-1.52,-1.08,-1.06
2010-06-08,0.010655107267601277,0.022480768168744083,0.016497210043699667,0.020693046127807282,0.010414607508847745,0.0018930357319765915,0.016104109394579392,0.012994184029335491,0.002457916942610866,0.00837370952390478,0.9,-1.47,0.17
2010-06-09,-0.00536053152928548,0.0013667900320850435,-0.010449223047652995,-0.010650009935133018,0.0,-0.005214372960178232,-0.001903283070374444,-0.0055985245670318075,-0.004570118666422712,0.0012818783301863019,-0.46,0.74,-0.17
2010-06-10,0.028812617249100437,0.035232848236825764,0.04896648274737507,0.032306339257016405,0.037859166899571146,0.02395041988742758,0.017004041385730986,0.024265028024651483,0.01884847596396353,0.033388941992255894,2.95,0.4,0.9
2010-06-11,0.004843776362052964,0.011147361951640969,0.006093484235341063,0.0027602993118442786,0.003434339892476036,0.008777908608909145,-0.008277172248645659,0.0006841964850127196,0.008264928059055496,-0.00092993736663457,0.62,0.93,0.06
2010-06-14,-0.001551376603762553,-0.009829222269701156,-0.005167998577703011,-0.00414324692550796,-0.0010290519082570726,-0.0018415605535903414,0.005650905753196264,0.005801242021567282,0.0017131182417531446,0.002787012142926716,-0.06,0.66,0.01
2010-06-15,0.0224829256367972,0.024395156497071867,0.0288181422393154,0.0232567939259429,0.029752330494604358,0.02592812588628551,0.010091683096324749,0.01920861328320084,0.016972376933185738,0.02353024066561276,2.36,0.08,0.91
2010-06-16,-0.00035701003104467947,-0.0012860803628167664,-0.0007194254981683183,0.0006756278364570356,-0.002668625135730337,0.002690805062049368,-0.006716366663885912,0.006321893754771414,0.003695748931156569,-0.00697057741425212,-0.11,-0.21,-0.32
2010-06-17,0.0016066012274750176,-0.005484701254646383,-0.0010799249560123577,-0.0013522171660012164,0.0030015454554352694,0.003576001412446201,0.008945292189084039,0.00727020894519717,0.0013405504935274256,-0.00610147676387292,0.08,-0.16,-0.46
2010-06-18,0.0010835276111038439,0.00570270730972858,0.0061691785511200975,0.005476993226281996,0.0039076756041461925,-4.4604521706134296e-05,-0.0036692570843723884,0.0008982213330008611,-0.005366354076130203,-0.003228334721771696,0.13,0.0,0.24
2010-06-21,-0.002868233089221163,0.006120207628172204,-0.0021602492602363936,-0.0013499144195135814,0.0016650047795661721,-0.0071911322077599675,-0.0026290053298397603,-0.00700622840948751,-0.001693319615250851,-0.008039734192497205,-0.47,-0.55,0.0
2010-06-22,-0.01665360552022369,-0.025037706394316208,-0.029629360833519924,-0.015651572902168134,-0.02459274769819271,-0.008607023693352374,-0.010966408552464372,-0.025085914147734114,-0.009879355283832087,-0.02260703454662664,-1.63,-0.34,-0.75
2010-06-23,-0.00310758321632348,0.0019734315469581588,-0.007639944818685836,-0.0048130148081846355,-0.0037589223485729453,-0.001821321248537723,0.006443097884167463,-0.008965265591727806,-0.0041167326734692245,-0.0006353797460864289,-0.29,-0.05,0.23
2010-06-24,-0.016709578806680038,-0.025629443791814616,-0.02117277957832242,-0.01808090528901589,-0.017613588294771748,-0.02025854582877658,-0.012162870745516452,-0.005557957445551452,-0.007244810162532827,-0.024120634624720454,-1.65,0.1,-0.89
